time,cog_index,correct_in_db,total_in_db,correct_in_GA,total_in_GA,precision
3309,-1,0,0,0,0,0.0000
3371,-1,0,0,0,0,0.0000
3430,-1,0,0,0,0,0.0000
3493,-1,0,0,0,0,0.0000
3555,-1,0,0,0,0,0.0000
3616,-1,0,0,0,0,0.0000
3677,-1,0,0,0,0,0.0000
3741,-1,0,0,0,0,0.0000
3802,-1,0,0,0,0,0.0000
3865,-1,0,0,0,0,0.0000
3929,-1,0,0,0,0,0.0000
4000,-1,0,0,0,0,0.0000
4063,-1,0,0,0,0,0.0000
4134,-1,0,0,0,0,0.0000
4202,-1,0,0,0,0,0.0000
4268,-1,0,0,0,0,0.0000
4333,-1,0,0,0,0,0.0000
4397,-1,0,0,2,24,0.0833
4461,-1,0,0,1,2,0.5000
4524,-1,0,0,1,2,0.5000
4585,-1,0,0,0,0,0.0000
4647,-1,0,0,0,0,0.0000
4710,-1,0,0,0,0,0.0000
4778,-1,0,0,0,0,0.0000
4841,-1,0,0,0,0,0.0000
4901,-1,0,0,0,0,0.0000
4963,-1,0,0,0,0,0.0000
5024,-1,0,0,0,0,0.0000
5085,-1,0,0,0,0,0.0000
5150,-1,0,0,0,0,0.0000
5213,-1,0,0,0,0,0.0000
5280,-1,0,0,0,0,0.0000
5344,-1,0,0,0,0,0.0000
5409,-1,0,0,0,0,0.0000
5473,-1,0,0,0,0,0.0000
5538,-1,0,0,0,0,0.0000
5608,-1,0,0,0,0,0.0000
5676,-1,0,0,0,0,0.0000
5745,-1,0,0,0,0,0.0000
5808,-1,0,0,0,0,0.0000
5869,-1,0,0,0,0,0.0000
5932,-1,0,0,0,0,0.0000
5993,-1,0,0,0,0,0.0000
6056,-1,0,0,0,0,0.0000
6116,-1,0,0,0,0,0.0000
6177,-1,0,0,0,0,0.0000
6240,-1,0,0,0,0,0.0000
6301,-1,0,0,0,0,0.0000
6375,-1,0,0,0,0,0.0000
6439,-1,0,0,0,0,0.0000
6500,-1,0,0,0,0,0.0000
6561,-1,0,0,0,0,0.0000
6624,-1,0,0,0,0,0.0000
6686,-1,0,0,0,0,0.0000
6750,-1,0,0,0,0,0.0000
6812,-1,0,0,4,24,0.1667
6874,-1,0,0,0,5,0.0000
6936,-1,0,0,0,5,0.0000
6996,-1,0,0,0,5,0.0000
7056,-1,0,0,0,5,0.0000
7118,-1,0,0,0,1,0.0000
7189,-1,0,0,0,0,0.0000
7251,-1,0,0,0,0,0.0000
7312,-1,0,0,0,0,0.0000
7372,-1,0,0,0,0,0.0000
7437,-1,0,0,0,0,0.0000
7498,-1,0,0,0,0,0.0000
7564,-1,0,0,0,0,0.0000
7632,-1,0,0,0,0,0.0000
7692,-1,0,0,0,0,0.0000
7754,-1,0,0,0,0,0.0000
7815,-1,0,0,0,0,0.0000
7877,-1,0,0,0,0,0.0000
7953,-1,0,0,0,0,0.0000
8016,-1,0,0,0,0,0.0000
8078,-1,0,0,0,0,0.0000
8147,-1,0,0,0,0,0.0000
8210,-1,0,0,0,0,0.0000
8273,-1,0,0,0,0,0.0000
8335,-1,0,0,0,0,0.0000
8396,-1,0,0,0,24,0.0000
8461,-1,0,0,0,24,0.0000
8524,-1,0,0,0,24,0.0000
8586,-1,0,0,0,2,0.0000
8649,-1,0,0,0,2,0.0000
8710,-1,0,0,0,2,0.0000
8790,-1,0,0,0,2,0.0000
8853,-1,0,0,0,1,0.0000
8917,-1,0,0,0,1,0.0000
8979,-1,0,0,0,1,0.0000
9047,-1,0,0,0,1,0.0000
9112,-1,0,0,0,1,0.0000
9174,-1,0,0,0,1,0.0000
9233,-1,0,0,0,1,0.0000
9295,-1,0,0,0,1,0.0000
9358,-1,0,0,0,1,0.0000
9422,-1,0,0,0,1,0.0000
9483,-1,0,0,0,1,0.0000
9566,-1,0,0,0,1,0.0000
9637,-1,0,0,0,1,0.0000
9698,-1,0,0,0,0,0.0000
9763,-1,0,0,0,0,0.0000
9826,-1,0,0,0,0,0.0000
9888,-1,0,0,0,0,0.0000
9957,-1,0,0,0,0,0.0000
10027,-1,0,0,0,0,0.0000
10090,-1,0,0,0,0,0.0000
10149,-1,0,0,0,0,0.0000
10211,-1,0,0,0,0,0.0000
10274,-1,0,0,0,0,0.0000
10338,-1,0,0,0,0,0.0000
10423,-1,0,0,0,0,0.0000
10493,-1,0,0,0,0,0.0000
10555,-1,0,0,0,0,0.0000
10623,-1,0,0,0,0,0.0000
10694,-1,0,0,0,0,0.0000
10759,-1,0,0,0,0,0.0000
10827,-1,0,0,0,0,0.0000
10891,-1,0,0,0,0,0.0000
10966,-1,0,0,0,0,0.0000
11041,-1,0,0,0,0,0.0000
11107,-1,0,0,0,0,0.0000
11170,-1,0,0,0,0,0.0000
11248,-1,0,0,0,0,0.0000
11310,-1,0,0,0,0,0.0000
11371,-1,0,0,0,0,0.0000
11441,-1,0,0,0,0,0.0000
11503,-1,0,0,0,0,0.0000
11563,-1,0,0,0,0,0.0000
11625,-1,0,0,0,0,0.0000
11686,-1,0,0,0,0,0.0000
11747,-1,0,0,0,0,0.0000
11811,-1,0,0,0,0,0.0000
11873,-1,0,0,0,0,0.0000
11933,-1,0,0,0,0,0.0000
11994,-1,0,0,0,0,0.0000
12079,-1,0,0,9,24,0.3750
12147,-1,0,0,9,24,0.3750
12207,-1,0,0,9,24,0.3750
12266,-1,0,0,1,3,0.3333
12329,-1,0,0,0,0,0.0000
12392,-1,0,0,0,0,0.0000
12453,-1,0,0,0,0,0.0000
12514,-1,0,0,0,0,0.0000
12576,-1,0,0,0,0,0.0000
12636,-1,0,0,0,0,0.0000
12698,-1,0,0,0,0,0.0000
12759,-1,0,0,0,0,0.0000
12848,-1,0,0,0,0,0.0000
12917,-1,0,0,0,0,0.0000
12978,-1,0,0,0,0,0.0000
13041,-1,0,0,0,0,0.0000
13100,-1,0,0,0,0,0.0000
13163,-1,0,0,0,0,0.0000
13226,-1,0,0,0,0,0.0000
13288,-1,0,0,0,0,0.0000
13349,-1,0,0,0,0,0.0000
13410,-1,0,0,0,0,0.0000
13474,-1,0,0,0,0,0.0000
13534,-1,0,0,0,0,0.0000
13596,-1,0,0,0,0,0.0000
13678,-1,0,0,0,0,0.0000
13741,-1,0,0,0,0,0.0000
13802,-1,0,0,0,0,0.0000
13868,-1,0,0,0,0,0.0000
13932,-1,0,0,0,0,0.0000
13995,-1,0,0,0,0,0.0000
14056,-1,0,0,0,0,0.0000
14117,-1,0,0,0,0,0.0000
14179,-1,0,0,0,0,0.0000
14243,-1,0,0,0,0,0.0000
14304,-1,0,0,0,0,0.0000
14367,-1,0,0,0,0,0.0000
14452,-1,0,0,0,0,0.0000
14513,-1,0,0,0,0,0.0000
14576,-1,0,0,0,0,0.0000
14638,-1,0,0,0,0,0.0000
14698,-1,0,0,0,0,0.0000
14759,-1,0,0,0,0,0.0000
14821,-1,0,0,0,0,0.0000
14882,-1,0,0,0,0,0.0000
14943,-1,0,0,0,0,0.0000
15002,-1,0,0,0,0,0.0000
15062,-1,0,0,0,0,0.0000
15126,-1,0,0,0,0,0.0000
15189,-1,0,0,0,0,0.0000
15272,-1,0,0,0,0,0.0000
15332,-1,0,0,0,0,0.0000
15395,-1,0,0,0,0,0.0000
15458,-1,0,0,0,0,0.0000
15520,-1,0,0,0,0,0.0000
15582,-1,0,0,0,0,0.0000
15646,-1,0,0,0,0,0.0000
15708,-1,0,0,0,0,0.0000
15771,-1,0,0,0,0,0.0000
15834,-1,0,0,0,0,0.0000
15896,-1,0,0,0,0,0.0000
15959,-1,0,0,0,0,0.0000
16051,-1,0,0,0,0,0.0000
16122,-1,0,0,0,0,0.0000
16184,-1,0,0,0,0,0.0000
16248,-1,0,0,0,0,0.0000
16312,-1,0,0,0,0,0.0000
16373,-1,0,0,0,0,0.0000
16435,-1,0,0,0,0,0.0000
16497,-1,0,0,0,0,0.0000
16561,-1,0,0,0,0,0.0000
16626,-1,0,0,0,0,0.0000
16687,-1,0,0,0,0,0.0000
16749,-1,0,0,0,0,0.0000
16812,-1,0,0,0,0,0.0000
16899,-1,0,0,0,0,0.0000
16972,-1,0,0,0,0,0.0000
17042,-1,0,0,0,0,0.0000
17108,-1,0,0,0,0,0.0000
17172,-1,0,0,0,0,0.0000
17236,-1,0,0,0,0,0.0000
17297,-1,0,0,0,0,0.0000
17360,-1,0,0,0,0,0.0000
17425,-1,0,0,0,0,0.0000
17485,-1,0,0,0,0,0.0000
17548,-1,0,0,0,0,0.0000
17610,-1,0,0,0,0,0.0000
17698,-1,0,0,0,0,0.0000
17761,-1,0,0,0,0,0.0000
17823,-1,0,0,0,0,0.0000
17888,-1,0,0,0,0,0.0000
17949,-1,0,0,0,0,0.0000
18012,-1,0,0,0,0,0.0000
18075,-1,0,0,0,0,0.0000
18137,-1,0,0,0,0,0.0000
18201,-1,0,0,0,0,0.0000
18263,-1,0,0,0,0,0.0000
18325,-1,0,0,0,0,0.0000
18386,-1,0,0,0,0,0.0000
18448,-1,0,0,0,0,0.0000
18538,-1,0,0,0,0,0.0000
18600,-1,0,0,0,0,0.0000
18663,-1,0,0,0,0,0.0000
18725,-1,0,0,0,0,0.0000
18786,-1,0,0,0,0,0.0000
18847,-1,0,0,0,0,0.0000
18909,-1,0,0,0,0,0.0000
18970,-1,0,0,0,0,0.0000
19031,-1,0,0,0,0,0.0000
19093,-1,0,0,0,0,0.0000
19155,-1,0,0,0,0,0.0000
19216,-1,0,0,0,0,0.0000
19306,-1,0,0,0,0,0.0000
19367,-1,0,0,0,0,0.0000
19429,-1,0,0,0,0,0.0000
19492,-1,0,0,0,0,0.0000
19555,-1,1,1,1,1,1.0000
19617,-1,1,1,1,1,1.0000
19678,-1,1,1,1,1,1.0000
19744,-1,1,1,1,1,1.0000
19809,-1,1,1,1,1,1.0000
19877,-1,1,1,1,1,1.0000
19940,-1,1,1,1,1,1.0000
20001,-1,1,1,1,1,1.0000
20064,-1,1,1,1,1,1.0000
20166,-1,1,1,1,1,1.0000
20230,-1,1,1,1,2,0.5000
20296,-1,1,1,1,2,0.5000
20358,-1,1,1,1,2,0.5000
20421,-1,1,1,1,2,0.5000
20482,-1,1,1,1,2,0.5000
20546,-1,1,1,1,2,0.5000
20608,-1,1,1,1,2,0.5000
20669,-1,2,2,1,2,0.5000
20736,-1,2,2,1,2,0.5000
20796,-1,2,2,1,2,0.5000
20858,-1,2,2,1,2,0.5000
20953,-1,2,2,1,2,0.5000
21013,-1,2,2,1,2,0.5000
21075,-1,2,2,1,2,0.5000
21138,-1,2,2,1,2,0.5000
21201,-1,2,2,1,2,0.5000
21264,-1,2,2,1,2,0.5000
21327,-1,2,2,1,1,1.0000
21393,-1,2,2,1,1,1.0000
21457,-1,2,2,2,2,1.0000
21528,-1,2,2,2,2,1.0000
21591,-1,2,2,2,2,1.0000
21656,-1,2,2,2,2,1.0000
21727,-1,2,2,2,2,1.0000
21826,-1,4,4,2,2,1.0000
21888,-1,4,4,4,4,1.0000
21952,-1,4,4,4,4,1.0000
22013,-1,4,4,4,4,1.0000
22081,-1,4,4,4,5,0.8000
22153,-1,4,4,4,5,0.8000
22218,-1,4,4,6,6,1.0000
22283,-1,4,4,6,6,1.0000
22347,-1,4,4,6,6,1.0000
22410,-1,4,4,4,4,1.0000
22476,-1,4,4,5,5,1.0000
22540,-1,4,4,5,5,1.0000
22636,-1,4,4,5,5,1.0000
22698,-1,4,4,4,4,1.0000
22760,-1,4,4,4,4,1.0000
22824,-1,4,4,4,4,1.0000
22885,-1,4,4,4,4,1.0000
22948,-1,4,4,4,4,1.0000
23009,-1,4,4,4,4,1.0000
23071,-1,4,4,4,4,1.0000
23131,-1,4,4,4,4,1.0000
23193,-1,5,5,4,4,1.0000
23257,-1,5,5,4,4,1.0000
23318,-1,5,5,6,6,1.0000
23383,-1,5,5,6,6,1.0000
23480,-1,5,5,6,6,1.0000
23544,-1,5,5,6,6,1.0000
23605,-1,5,5,6,6,1.0000
23667,-1,5,5,6,6,1.0000
23736,-1,5,5,6,6,1.0000
23798,-1,5,5,6,6,1.0000
23861,-1,5,5,6,6,1.0000
23922,-1,5,5,6,6,1.0000
23984,-1,5,5,6,6,1.0000
24055,-1,5,5,5,5,1.0000
24116,-1,5,5,5,5,1.0000
24178,-1,5,5,5,5,1.0000
24275,-1,5,5,5,5,1.0000
24336,-1,5,5,5,5,1.0000
24397,-1,5,5,5,5,1.0000
24458,-1,5,5,5,5,1.0000
24518,-1,7,7,7,7,1.0000
24580,-1,7,7,7,7,1.0000
24644,-1,7,7,7,7,1.0000
24704,-1,7,7,7,7,1.0000
24764,-1,7,7,7,7,1.0000
24827,-1,7,7,8,8,1.0000
24891,-1,7,7,9,15,0.6000
24954,-1,7,7,8,9,0.8889
25014,-1,7,7,8,9,0.8889
25111,-1,7,7,8,9,0.8889
25172,-1,7,7,8,9,0.8889
25230,-1,7,7,8,9,0.8889
25291,-1,7,7,8,9,0.8889
25351,-1,7,7,8,9,0.8889
25412,-1,7,7,8,9,0.8889
25472,-1,7,7,8,9,0.8889
25531,-1,7,7,8,9,0.8889
25594,-1,7,7,8,9,0.8889
25661,-1,7,7,9,15,0.6000
25724,-1,7,7,12,12,1.0000
25788,-1,7,7,12,12,1.0000
25896,-1,7,7,12,12,1.0000
25959,-1,7,7,12,12,1.0000
26020,-1,7,7,8,9,0.8889
26081,-1,7,7,8,8,1.0000
26151,-1,7,7,13,17,0.7647
26217,-1,7,7,13,17,0.7647
26280,-1,7,7,7,7,1.0000
26343,-1,7,7,8,8,1.0000
26404,-1,7,7,8,8,1.0000
26465,-1,7,7,8,8,1.0000
26527,-1,7,7,8,10,0.8000
26586,-1,7,7,8,10,0.8000
26649,-1,7,7,8,8,1.0000
26752,-1,7,7,8,8,1.0000
26814,-1,7,7,8,8,1.0000
26875,-1,7,7,8,9,0.8889
26939,-1,7,7,18,24,0.7500
27002,-1,7,7,18,24,0.7500
27064,-1,7,7,13,13,1.0000
27129,-1,7,7,7,8,0.8750
27201,-1,7,7,7,7,1.0000
27261,-1,7,7,7,7,1.0000
27324,-1,8,8,8,8,1.0000
27385,-1,8,8,8,8,1.0000
