0,-1,0,0,0,0
460,-1,0,0,0,4
897,-1,0,0,0,1
1338,-1,0,0,0,0
1775,-1,0,0,0,0
2229,-1,0,0,0,0
2664,-1,0,0,0,0
3101,-1,0,0,0,0
3547,-1,0,0,0,0
3986,-1,0,0,0,0
4424,-1,0,0,0,0
4863,-1,0,0,0,0
5305,-1,0,0,0,0
5750,-1,0,0,0,0
6186,-1,0,0,0,0
6630,-1,0,0,0,0
7066,-1,0,0,0,0
7514,-1,0,0,0,0
7950,-1,0,0,0,0
8390,-1,0,0,0,0
8823,-1,0,0,0,0
9269,-1,0,0,0,0
9711,-1,0,0,0,0
10146,-1,0,0,0,0
10584,-1,0,0,0,0
11029,-1,0,0,0,0
11467,-1,0,0,0,0
11906,-1,0,0,0,0
12346,-1,0,0,0,0
12795,-1,0,0,0,0
13236,-1,0,0,0,0
13672,-1,0,0,0,0
14107,-1,0,0,0,0
14552,-1,0,0,0,0
14985,-1,0,0,0,0
15431,-1,0,0,0,0
15872,-1,0,0,0,0
16323,-1,0,0,0,0
16805,-1,0,0,0,0
17247,-1,0,0,0,0
17684,-1,0,0,0,0
18133,-1,0,0,0,0
18587,-1,0,0,0,0
19025,-1,0,0,0,0
19465,-1,0,0,0,0
19905,-1,0,0,0,0
20353,-1,0,0,0,0
20798,-1,0,0,0,0
21250,-1,0,0,0,0
21699,-1,0,0,0,0
22149,-1,0,0,0,0
22591,-1,0,0,0,0
23026,-1,0,0,0,0
23467,-1,0,0,0,0
23906,-1,0,0,0,0
24349,-1,0,0,0,0
24792,-1,0,0,0,0
25238,-1,0,0,0,0
25675,-1,0,0,0,0
26115,-1,0,0,0,0
26556,-1,0,0,0,0
26994,-1,0,0,0,0
27439,-1,0,0,0,0
27898,-1,0,0,0,0
28342,-1,0,0,0,0
28782,-1,0,0,0,0
29226,-1,0,0,0,0
29660,-1,0,0,0,0
30093,-1,0,0,0,0
30548,-1,0,0,0,0
30982,-1,0,0,0,0
31424,-1,0,0,0,0
31859,-1,0,0,0,0
32307,-1,0,0,0,0
32742,-1,0,0,0,0
33206,-1,0,0,0,0
33651,-1,0,0,0,0
34093,-1,0,0,0,0
34541,-1,0,0,0,0
34973,-1,0,0,0,0
35417,-1,0,0,0,0
35860,-1,0,0,0,0
36307,-1,0,0,0,0
36753,-1,0,0,0,0
37195,-1,0,0,0,0
37639,-1,0,0,0,0
38076,-1,0,0,0,0
38517,-1,0,0,0,0
38975,-1,0,0,0,0
39423,-1,0,0,0,0
39867,-1,0,0,0,0
40313,-1,0,0,0,0
40746,-1,0,0,0,0
41197,-1,0,0,0,0
41633,-1,0,0,0,0
42067,-1,0,0,0,0
42509,-1,0,0,0,0
42961,-1,0,0,0,0
43407,-1,0,0,0,0
43845,-1,0,0,0,0
44316,-1,0,0,0,0
44755,-1,0,0,0,0
45196,-1,0,0,0,0
45640,-1,0,0,0,0
46078,-1,0,0,0,0
46528,-1,0,0,0,0
46962,-1,0,0,0,0
47405,-1,0,0,0,0
47841,-1,0,0,0,0
48292,-1,0,0,0,0
48738,-1,0,0,0,0
49194,-1,1,1,0,0
49633,-1,1,1,0,0
50105,-1,2,2,0,0
50550,-1,2,2,0,0
50991,-1,2,2,0,0
51431,-1,2,2,0,0
51884,-1,2,2,0,0
52331,-1,2,2,0,0
52770,-1,2,2,0,0
53214,-1,2,2,0,0
53663,-1,2,2,0,0
54098,-1,2,2,0,0
54547,-1,2,2,0,0
54996,-1,2,2,0,0
55479,-1,2,2,0,0
55916,-1,2,2,0,0
56361,-1,2,2,0,0
56800,-1,2,2,0,0
57251,-1,2,2,0,0
57695,-1,2,2,0,0
58134,-1,2,2,0,0
58575,-1,2,2,0,0
59020,-1,2,2,0,0
59461,-1,2,2,0,0
59902,-1,2,2,0,0
60348,-1,2,2,0,0
60809,-1,2,2,0,0
61309,-1,2,2,0,0
61746,-1,2,2,0,0
62184,-1,2,2,0,0
62632,-1,2,2,0,0
63065,-1,2,2,0,0
63503,-1,2,2,0,0
63952,-1,2,2,0,0
64402,-1,2,2,0,0
64841,-1,2,2,0,0
65280,-1,2,2,0,0
65715,-1,2,2,0,0
66157,-1,2,2,0,0
66640,-1,2,2,0,0
67089,-1,3,3,0,0
67530,-1,3,3,2,2
67973,-1,3,3,2,2
68416,-1,3,3,2,2
68856,-1,3,3,2,2
69298,-1,3,3,2,2
69746,-1,3,3,2,2
70197,-1,3,3,2,2
70640,-1,3,3,2,2
71083,-1,3,3,2,2
71535,-1,3,3,2,2
71977,-1,3,3,2,2
72461,-1,3,3,2,2
72905,-1,3,3,2,2
73374,-1,3,3,2,2
73811,-1,3,3,2,2
74253,-1,3,3,2,2
74689,-1,3,3,2,2
75134,-1,3,3,2,2
75578,-1,3,3,2,2
76028,-1,3,3,2,2
76472,-1,3,3,2,2
76914,-1,3,3,2,2
77359,-1,3,3,2,2
77843,-1,3,3,2,2
78291,-1,3,3,2,2
78736,-1,3,3,2,2
79207,-1,3,3,2,2
79648,-1,3,3,2,2
80087,-1,3,3,2,2
80540,-1,3,3,2,2
80980,-1,3,3,2,2
81424,-1,3,3,2,2
81870,-1,3,3,2,2
82323,-1,3,3,2,2
82761,-1,3,3,2,2
83227,-1,3,3,2,2
83714,-1,3,3,2,2
84156,-1,3,3,2,2
84597,-1,3,3,2,2
85044,-1,3,3,2,2
85484,-1,3,3,2,2
85927,-1,3,3,2,2
86377,-1,3,3,2,2
86818,-1,3,3,2,2
87261,-1,3,3,2,2
87707,-1,3,3,2,2
88154,-1,3,3,2,2
88600,-1,3,3,2,2
89084,-1,3,3,2,2
89532,-1,3,3,2,2
89970,-1,3,3,2,2
90417,-1,3,3,2,2
90858,-1,3,3,2,2
91335,-1,3,3,2,2
91769,-1,3,3,2,2
92215,-1,3,3,2,2
92653,-1,3,3,2,2
93095,-1,3,3,2,2
93539,-1,3,3,2,2
93984,-1,3,3,2,2
94429,-1,3,3,2,2
94923,-1,3,3,2,2
95364,-1,3,3,2,2
95801,-1,3,3,2,2
96247,-1,3,3,2,2
96690,-1,3,3,2,2
97156,-1,3,3,2,2
97607,-1,3,3,2,2
98044,-1,3,3,2,2
98494,-1,3,3,2,2
98934,-1,3,3,2,2
99382,-1,3,3,2,2
99821,-1,3,3,2,2
100339,-1,3,3,2,2
100772,-1,3,3,2,2
101215,-1,3,3,2,2
101651,-1,3,3,2,2
102094,-1,3,3,2,2
102540,-1,3,3,2,2
102986,-1,3,3,2,2
103445,-1,3,3,2,2
103888,-1,3,3,2,2
104330,-1,3,3,2,2
104773,-1,3,3,3,3
105217,-1,3,3,3,3
105663,-1,3,3,3,3
106202,-1,3,3,3,3
106648,-1,3,3,3,3
107085,-1,3,3,3,3
107537,-1,3,3,3,3
107973,-1,3,3,3,3
108417,-1,3,3,3,3
108854,-1,3,3,3,3
109307,-1,3,3,3,3
109741,-1,3,3,3,3
110188,-1,3,3,3,3
110624,-1,3,3,3,3
111067,-1,3,3,3,3
111572,-1,3,3,3,3
112012,-1,3,3,3,3
112455,-1,3,3,3,3
112908,-1,3,3,3,3
113353,-1,3,3,3,3
113794,-1,3,3,3,3
114237,-1,3,3,3,3
114686,-1,3,3,3,3
115125,-1,3,3,3,3
115566,-1,3,3,3,3
116008,-1,3,3,3,3
116463,-1,3,3,3,3
116897,-1,3,3,3,3
117407,-1,3,3,3,3
117847,-1,3,3,3,3
118299,-1,3,3,3,3
118735,-1,3,3,3,3
119170,-1,3,3,3,3
119616,-1,3,3,3,3
120083,-1,3,3,3,3
