time,cog_index,correct_in_db,total_in_db,correct_in_GA,total_in_GA,precision
18938,-1,0,0,0,0,0.0000
18994,-1,0,0,0,0,0.0000
19050,-1,0,0,0,0,0.0000
19105,-1,0,0,0,0,0.0000
19161,-1,0,0,0,0,0.0000
19217,-1,0,0,0,0,0.0000
19275,-1,0,0,0,0,0.0000
19336,-1,0,0,0,0,0.0000
19390,-1,0,0,0,0,0.0000
19474,-1,0,0,0,0,0.0000
19530,-1,0,0,0,0,0.0000
19586,-1,0,0,0,0,0.0000
19642,-1,0,0,0,0,0.0000
19709,-1,0,0,0,0,0.0000
19765,-1,0,0,0,0,0.0000
19823,-1,0,0,0,0,0.0000
19881,-1,0,0,0,0,0.0000
19937,-1,0,0,0,0,0.0000
19994,-1,0,0,0,0,0.0000
20051,-1,0,0,0,0,0.0000
20106,-1,0,0,0,0,0.0000
20190,-1,0,0,0,0,0.0000
20246,-1,0,0,0,0,0.0000
20304,-1,0,0,0,0,0.0000
20362,-1,0,0,0,0,0.0000
20417,-1,0,0,0,0,0.0000
20473,-1,0,0,0,0,0.0000
20529,-1,0,0,0,0,0.0000
20585,-1,0,0,0,0,0.0000
20645,-1,0,0,0,0,0.0000
20703,-1,0,0,0,0,0.0000
20759,-1,0,0,0,0,0.0000
20815,-1,0,0,0,0,0.0000
20870,-1,0,0,0,0,0.0000
20955,-1,0,0,0,0,0.0000
21014,-1,0,0,0,0,0.0000
21069,-1,0,0,0,0,0.0000
21124,-1,0,0,0,0,0.0000
21184,-1,0,0,0,0,0.0000
21240,-1,0,0,0,0,0.0000
21295,-1,0,0,0,0,0.0000
21355,-1,0,0,0,0,0.0000
21411,-1,0,0,0,0,0.0000
21470,-1,0,0,0,0,0.0000
21526,-1,0,0,0,0,0.0000
21582,-1,0,0,0,0,0.0000
21667,-1,1,1,1,1,1.0000
21724,-1,1,1,1,1,1.0000
21781,-1,1,1,1,1,1.0000
21836,-1,1,1,1,1,1.0000
21893,-1,1,1,1,1,1.0000
21949,-1,1,1,1,1,1.0000
22007,-1,1,1,1,1,1.0000
22063,-1,1,1,1,1,1.0000
22118,-1,1,1,1,1,1.0000
22175,-1,1,1,1,1,1.0000
22232,-1,1,1,1,1,1.0000
22288,-1,1,1,1,1,1.0000
22347,-1,1,1,1,1,1.0000
22438,-1,1,1,1,1,1.0000
22493,-1,1,1,1,1,1.0000
22553,-1,1,1,1,1,1.0000
22608,-1,1,1,1,1,1.0000
22664,-1,1,1,1,1,1.0000
22722,-1,1,1,1,1,1.0000
22779,-1,1,1,1,1,1.0000
22835,-1,1,1,1,1,1.0000
22890,-1,1,1,2,24,0.0833
22947,-1,1,1,2,24,0.0833
23006,-1,1,1,2,24,0.0833
23063,-1,1,1,1,2,0.5000
23152,-1,1,1,1,2,0.5000
23207,-1,1,1,1,2,0.5000
23262,-1,1,1,1,2,0.5000
23323,-1,1,1,1,2,0.5000
23378,-1,2,2,2,3,0.6667
23434,-1,2,2,2,3,0.6667
23494,-1,2,2,2,3,0.6667
23550,-1,2,2,2,3,0.6667
23606,-1,2,2,2,3,0.6667
23664,-1,2,2,2,3,0.6667
23720,-1,2,2,2,3,0.6667
23777,-1,2,2,2,3,0.6667
23834,-1,2,2,2,3,0.6667
23925,-1,2,2,2,3,0.6667
23985,-1,2,2,2,3,0.6667
24042,-1,2,2,2,3,0.6667
24102,-1,2,2,2,2,1.0000
24160,-1,2,2,2,2,1.0000
24217,-1,2,2,2,2,1.0000
24277,-1,2,2,2,2,1.0000
24336,-1,2,2,2,2,1.0000
24392,-1,2,2,2,2,1.0000
24451,-1,2,2,2,2,1.0000
24509,-1,2,2,2,2,1.0000
24566,-1,2,2,2,2,1.0000
24657,-1,2,2,2,2,1.0000
24714,-1,3,3,2,2,1.0000
24775,-1,3,3,2,2,1.0000
24834,-1,3,3,2,2,1.0000
24891,-1,3,3,2,2,1.0000
24948,-1,3,3,2,2,1.0000
25007,-1,3,3,2,2,1.0000
25062,-1,3,3,2,2,1.0000
25118,-1,3,3,2,2,1.0000
25173,-1,3,3,2,2,1.0000
25229,-1,3,3,2,2,1.0000
25285,-1,3,3,2,2,1.0000
25344,-1,3,3,2,2,1.0000
25435,-1,3,3,2,2,1.0000
25491,-1,3,3,2,2,1.0000
25547,-1,3,3,3,3,1.0000
25604,-1,3,3,20,24,0.8333
