time,cog_index,correct_in_db,total_in_db,correct_in_GA,total_in_GA,precision
395352,-1,147,265,137,151,0.9073
395813,-1,147,265,137,151,0.9073
396267,-1,147,265,137,151,0.9073
396703,-1,147,265,137,151,0.9073
397163,-1,147,265,137,151,0.9073
397618,-1,150,268,140,154,0.9091
398077,-1,150,268,140,154,0.9091
398533,-1,150,268,140,154,0.9091
398984,-1,150,268,140,154,0.9091
399437,-1,150,268,140,154,0.9091
400124,-1,150,268,140,154,0.9091
400580,-1,154,272,140,154,0.9091
401024,-1,154,272,140,154,0.9091
401476,-1,154,272,140,154,0.9091
401920,-1,154,272,140,154,0.9091
402384,-1,154,272,140,154,0.9091
402824,-1,154,273,140,154,0.9091
403262,-1,155,274,140,154,0.9091
403713,-1,155,274,140,154,0.9091
404163,-1,158,277,140,154,0.9091
404603,-1,158,277,140,154,0.9091
405049,-1,158,277,140,154,0.9091
405481,-1,158,277,140,154,0.9091
406168,-1,158,279,140,154,0.9091
406601,-1,158,279,149,161,0.9255
407059,-1,158,279,149,161,0.9255
407502,-1,158,279,153,180,0.8500
407938,-1,158,279,153,180,0.8500
408384,-1,158,279,153,180,0.8500
408837,-1,159,280,153,180,0.8500
409297,-1,159,280,153,180,0.8500
409753,-1,159,280,155,163,0.9509
410187,-1,159,280,155,163,0.9509
410618,-1,159,282,154,165,0.9333
411060,-1,159,282,154,165,0.9333
411761,-1,159,283,154,165,0.9333
412209,-1,159,283,154,165,0.9333
412657,-1,159,283,154,165,0.9333
413090,-1,159,285,154,165,0.9333
413524,-1,159,285,154,164,0.9390
413984,-1,159,285,155,166,0.9337
414450,-1,159,285,156,172,0.9070
414904,-1,159,286,156,172,0.9070
415341,-1,159,286,156,172,0.9070
415773,-1,159,286,156,172,0.9070
416210,-1,159,286,156,172,0.9070
416636,-1,159,287,156,172,0.9070
417061,-1,159,287,156,172,0.9070
417739,-1,160,294,156,172,0.9070
418190,-1,161,295,156,172,0.9070
418663,-1,161,295,156,172,0.9070
419120,-1,161,295,156,172,0.9070
419554,-1,161,295,156,172,0.9070
419976,-1,161,295,156,172,0.9070
420419,-1,161,295,156,172,0.9070
420857,-1,161,295,156,163,0.9571
421293,-1,161,295,156,163,0.9571
421727,-1,161,295,156,163,0.9571
422174,-1,161,296,156,163,0.9571
422629,-1,161,296,156,163,0.9571
423304,-1,161,297,156,163,0.9571
423744,-1,161,297,156,163,0.9571
424193,-1,161,299,156,163,0.9571
424638,-1,161,299,156,163,0.9571
425077,-1,161,299,156,163,0.9571
425511,-1,161,299,156,163,0.9571
425948,-1,162,301,156,163,0.9571
426385,-1,162,301,156,163,0.9571
426820,-1,162,301,156,163,0.9571
427280,-1,162,301,156,163,0.9571
427711,-1,162,303,156,163,0.9571
428152,-1,162,303,156,163,0.9571
428600,-1,162,303,156,163,0.9571
429302,-1,162,303,156,163,0.9571
429779,-1,162,303,156,163,0.9571
430215,-1,162,303,156,163,0.9571
430639,-1,162,303,155,163,0.9509
431068,-1,162,303,155,163,0.9509
431500,-1,162,303,155,163,0.9509
431958,-1,162,303,155,163,0.9509
432411,-1,162,304,155,163,0.9509
432852,-1,162,304,155,163,0.9509
433293,-1,162,304,155,163,0.9509
433729,-1,162,304,155,163,0.9509
434185,-1,162,304,155,163,0.9509
434881,-1,164,306,157,164,0.9573
435319,-1,164,306,157,164,0.9573
435763,-1,164,306,157,164,0.9573
436206,-1,164,306,157,164,0.9573
436650,-1,164,306,157,164,0.9573
437091,-1,164,306,157,164,0.9573
437525,-1,164,306,157,164,0.9573
437958,-1,164,306,157,164,0.9573
438388,-1,164,306,157,164,0.9573
438836,-1,164,306,157,164,0.9573
439263,-1,164,306,157,164,0.9573
439690,-1,164,306,157,164,0.9573
440167,-1,164,306,157,164,0.9573
440871,-1,164,306,157,164,0.9573
441319,-1,164,306,157,164,0.9573
441752,-1,164,306,157,164,0.9573
442190,-1,164,306,157,164,0.9573
442624,-1,164,306,157,164,0.9573
443057,-1,164,308,157,164,0.9573
443515,-1,164,308,157,164,0.9573
443946,-1,164,308,157,164,0.9573
444385,-1,164,308,157,164,0.9573
444818,-1,164,308,157,164,0.9573
445251,-1,164,308,157,164,0.9573
445709,-1,164,308,157,164,0.9573
446409,-1,164,308,157,164,0.9573
446852,-1,164,308,157,164,0.9573
447300,-1,164,308,157,164,0.9573
447742,-1,164,308,157,164,0.9573
448205,-1,164,308,157,164,0.9573
448652,-1,165,312,156,163,0.9571
449092,-1,165,312,160,171,0.9357
449530,-1,165,312,160,171,0.9357
449976,-1,165,312,160,171,0.9357
450422,-1,165,312,160,171,0.9357
450859,-1,165,312,160,171,0.9357
451299,-1,165,312,160,171,0.9357
451729,-1,165,312,160,171,0.9357
452415,-1,165,312,160,171,0.9357
452870,-1,165,312,160,171,0.9357
453303,-1,165,312,163,169,0.9645
453752,-1,165,312,163,169,0.9645
454192,-1,165,312,163,180,0.9056
454643,-1,165,312,163,180,0.9056
455106,-1,165,312,163,180,0.9056
455541,-1,165,312,163,180,0.9056
455979,-1,165,312,163,180,0.9056
456416,-1,165,312,163,180,0.9056
456864,-1,165,312,163,180,0.9056
457326,-1,168,315,163,180,0.9056
458023,-1,168,315,163,180,0.9056
458458,-1,168,315,163,180,0.9056
458917,-1,168,315,163,180,0.9056
459349,-1,168,315,163,180,0.9056
459794,-1,168,316,163,180,0.9056
460223,-1,171,319,163,180,0.9056
460675,-1,171,319,163,180,0.9056
461103,-1,171,319,163,180,0.9056
461523,-1,171,319,163,180,0.9056
461956,-1,171,319,163,180,0.9056
462398,-1,171,319,163,180,0.9056
462828,-1,171,319,163,180,0.9056
463262,-1,171,319,163,180,0.9056
463974,-1,171,319,163,180,0.9056
464409,-1,171,319,163,180,0.9056
464840,-1,171,319,163,180,0.9056
465276,-1,171,319,163,180,0.9056
465708,-1,171,319,163,180,0.9056
466162,-1,174,324,163,180,0.9056
466611,-1,174,324,163,180,0.9056
467043,-1,174,327,163,180,0.9056
467468,-1,174,329,163,180,0.9056
467896,-1,174,329,163,180,0.9056
468317,-1,174,329,163,180,0.9056
468757,-1,174,329,163,180,0.9056
469475,-1,174,329,163,180,0.9056
469893,-1,174,331,163,180,0.9056
470322,-1,174,332,163,180,0.9056
470752,-1,174,332,163,180,0.9056
471190,-1,174,332,163,180,0.9056
471610,-1,174,332,163,180,0.9056
472042,-1,174,332,163,180,0.9056
472463,-1,174,332,163,180,0.9056
472887,-1,174,332,163,180,0.9056
473328,-1,174,334,163,180,0.9056
473758,-1,174,334,163,180,0.9056
474177,-1,174,334,163,180,0.9056
474601,-1,176,336,163,180,0.9056
475330,-1,176,336,163,180,0.9056
475760,-1,176,336,163,180,0.9056
476186,-1,176,336,163,180,0.9056
476611,-1,176,336,163,180,0.9056
