0,-1,0,0,0,0
112,-1,0,0,0,1
218,-1,0,0,1,3
294,-1,0,0,0,1
370,-1,0,0,0,1
441,-1,0,0,0,1
516,-1,0,0,0,1
582,-1,0,0,0,4
643,-1,0,0,0,4
701,-1,0,0,0,0
758,-1,0,0,0,0
814,-1,0,0,0,0
868,-1,0,0,0,0
925,-1,0,0,0,0
982,-1,0,0,0,0
1038,-1,0,0,0,0
1096,-1,0,0,0,0
1161,-1,0,0,0,0
1233,-1,0,0,0,0
1306,-1,0,0,0,0
1379,-1,0,0,0,0
1444,-1,0,0,0,0
1510,-1,0,0,0,0
1571,-1,0,0,0,0
1631,-1,0,0,0,0
1692,-1,0,0,0,0
1749,-1,0,0,0,0
1804,-1,0,0,0,0
1860,-1,0,0,0,0
1916,-1,0,0,0,0
1972,-1,0,0,0,0
2031,-1,0,0,0,0
2096,-1,0,0,0,0
2170,-1,0,0,0,0
2239,-1,0,0,0,0
2307,-1,0,0,0,1
2375,-1,0,0,0,1
2441,-1,0,0,0,1
2515,-1,0,0,0,0
2583,-1,0,0,0,0
2649,-1,0,0,0,0
2715,-1,0,0,0,0
2779,-1,0,0,0,0
2842,-1,0,0,0,0
2901,-1,0,0,1,24
2958,-1,0,0,0,7
3013,-1,0,0,0,7
3071,-1,0,0,0,7
3129,-1,0,0,0,7
3185,-1,0,0,0,7
3249,-1,0,0,0,7
3315,-1,0,0,0,7
3372,-1,0,0,0,7
3427,-1,0,0,0,7
3483,-1,0,0,1,24
3540,-1,0,0,0,2
3595,-1,0,0,0,1
3651,-1,0,0,0,1
3707,-1,0,0,0,1
3764,-1,0,0,0,1
3819,-1,0,0,0,0
3875,-1,0,0,0,0
3932,-1,0,0,0,0
3999,-1,0,0,0,0
4066,-1,0,0,0,0
4135,-1,0,0,0,0
4203,-1,0,0,2,8
4272,-1,0,0,2,8
4335,-1,0,0,2,8
4399,-1,0,0,2,8
4457,-1,0,0,2,8
4516,-1,0,0,2,8
4571,-1,0,0,2,8
4627,-1,0,0,0,2
4682,-1,0,0,0,2
4744,-1,0,0,0,2
4801,-1,0,0,0,2
4855,-1,0,0,0,2
4912,-1,0,0,0,0
4971,-1,0,0,0,0
5035,-1,0,0,0,0
5096,-1,0,0,3,14
5152,-1,0,0,0,1
5206,-1,0,0,0,0
5282,-1,0,0,0,0
5353,-1,0,0,0,0
5413,-1,0,0,0,1
5475,-1,0,0,0,0
5540,-1,0,0,0,0
5597,-1,0,0,0,0
5654,-1,0,0,0,0
5711,-1,0,0,0,1
5767,-1,0,0,0,1
5824,-1,0,0,0,2
5880,-1,0,0,0,2
5934,-1,0,0,0,0
5992,-1,0,0,0,0
6057,-1,0,0,0,0
6124,-1,0,0,0,0
6189,-1,0,0,0,0
6262,-1,0,0,0,0
6324,-1,0,0,0,0
6404,-1,0,0,0,0
6473,-1,0,0,0,0
6538,-1,0,0,0,0
6602,-1,0,0,0,0
6678,-1,0,0,0,0
6749,-1,0,0,0,0
6805,-1,0,0,0,0
6860,-1,0,0,0,0
6917,-1,0,0,0,0
6980,-1,0,0,0,0
7039,-1,0,0,0,0
7122,-1,0,0,0,0
7179,-1,0,0,0,0
7235,-1,0,0,0,0
7291,-1,0,0,0,0
7347,-1,0,0,0,0
7403,-1,0,0,0,0
7458,-1,0,0,0,0
7512,-1,0,0,0,0
7571,-1,0,0,0,0
7635,-1,0,0,0,0
7699,-1,0,0,0,0
7763,-1,0,0,0,0
7848,-1,0,0,0,0
7922,-1,0,0,0,0
8004,-1,0,0,0,0
8062,-1,0,0,0,0
8121,-1,0,0,0,0
8181,-1,0,0,0,0
8237,-1,0,0,0,0
8293,-1,0,0,0,0
8348,-1,0,0,0,0
8405,-1,0,0,0,0
8460,-1,0,0,0,0
