time,cog_index,correct_in_db,total_in_db,correct_in_GA,total_in_GA,precision
8348,-1,0,0,0,1,0.0000
8418,-1,0,0,0,1,0.0000
8474,-1,0,0,0,1,0.0000
8530,-1,0,0,0,1,0.0000
8586,-1,0,0,0,1,0.0000
8641,-1,0,0,0,1,0.0000
8695,-1,0,0,0,1,0.0000
8750,-1,0,0,0,0,0.0000
8804,-1,0,0,0,0,0.0000
8860,-1,0,0,0,0,0.0000
8916,-1,0,0,0,0,0.0000
8971,-1,0,0,0,0,0.0000
9027,-1,0,0,0,0,0.0000
9082,-1,0,0,0,0,0.0000
9153,-1,0,0,0,0,0.0000
9208,-1,0,0,0,0,0.0000
9267,-1,0,0,0,0,0.0000
9322,-1,0,0,0,0,0.0000
9378,-1,0,0,0,0,0.0000
9432,-1,0,0,0,0,0.0000
9487,-1,0,0,0,0,0.0000
9541,-1,0,0,0,0,0.0000
9597,-1,0,0,0,0,0.0000
9653,-1,0,0,0,0,0.0000
9708,-1,0,0,0,0,0.0000
9762,-1,0,0,0,0,0.0000
9833,-1,0,0,0,0,0.0000
9889,-1,0,0,0,0,0.0000
9945,-1,0,0,0,0,0.0000
10000,-1,0,0,0,0,0.0000
10054,-1,0,0,0,0,0.0000
10109,-1,0,0,0,0,0.0000
10166,-1,0,0,0,0,0.0000
10221,-1,0,0,0,0,0.0000
10280,-1,0,0,0,0,0.0000
10336,-1,0,0,0,0,0.0000
10391,-1,0,0,0,0,0.0000
10447,-1,0,0,0,0,0.0000
10502,-1,0,0,0,0,0.0000
10574,-1,0,0,0,0,0.0000
10630,-1,0,0,0,1,0.0000
10686,-1,0,0,0,1,0.0000
10742,-1,0,0,0,1,0.0000
10798,-1,0,0,0,1,0.0000
10853,-1,0,0,0,1,0.0000
10908,-1,0,0,0,1,0.0000
10963,-1,0,0,0,1,0.0000
11019,-1,0,0,0,1,0.0000
11075,-1,0,0,0,1,0.0000
11130,-1,0,0,0,1,0.0000
11184,-1,0,0,0,1,0.0000
11260,-1,0,0,0,0,0.0000
11316,-1,0,0,0,0,0.0000
11371,-1,0,0,0,0,0.0000
11427,-1,0,0,0,0,0.0000
11481,-1,0,0,0,0,0.0000
11535,-1,0,0,0,0,0.0000
11590,-1,0,0,0,0,0.0000
11646,-1,0,0,0,0,0.0000
11701,-1,0,0,0,0,0.0000
11755,-1,0,0,0,0,0.0000
11810,-1,0,0,0,0,0.0000
11865,-1,0,0,0,0,0.0000
11920,-1,0,0,0,0,0.0000
11994,-1,0,0,0,0,0.0000
12049,-1,0,0,0,0,0.0000
12104,-1,0,0,0,0,0.0000
12158,-1,0,0,0,0,0.0000
12214,-1,0,0,0,0,0.0000
12272,-1,0,0,0,0,0.0000
12327,-1,0,0,0,0,0.0000
12382,-1,0,0,0,0,0.0000
12437,-1,0,0,0,0,0.0000
12492,-1,0,0,0,0,0.0000
12548,-1,0,0,0,0,0.0000
12604,-1,0,0,0,0,0.0000
12678,-1,0,0,0,0,0.0000
12734,-1,0,0,0,0,0.0000
12789,-1,0,0,0,0,0.0000
12844,-1,0,0,0,0,0.0000
12899,-1,0,0,0,0,0.0000
12954,-1,0,0,0,0,0.0000
13009,-1,0,0,0,0,0.0000
13064,-1,0,0,0,0,0.0000
13120,-1,0,0,0,0,0.0000
13176,-1,0,0,0,0,0.0000
13231,-1,0,0,0,0,0.0000
13291,-1,0,0,0,0,0.0000
13347,-1,0,0,0,0,0.0000
13422,-1,0,0,0,0,0.0000
13477,-1,0,0,0,0,0.0000
13532,-1,0,0,0,0,0.0000
13586,-1,0,0,0,0,0.0000
13643,-1,0,0,0,0,0.0000
13698,-1,0,0,0,0,0.0000
13753,-1,0,0,0,0,0.0000
13808,-1,0,0,0,0,0.0000
13863,-1,0,0,0,0,0.0000
13918,-1,0,0,0,0,0.0000
13973,-1,0,0,0,0,0.0000
14029,-1,0,0,0,0,0.0000
14106,-1,0,0,0,0,0.0000
14161,-1,0,0,0,0,0.0000
14217,-1,0,0,0,0,0.0000
14276,-1,0,0,0,0,0.0000
14333,-1,0,0,0,0,0.0000
14388,-1,0,0,0,0,0.0000
14443,-1,0,0,0,0,0.0000
14509,-1,0,0,1,2,0.5000
14564,-1,0,0,1,2,0.5000
14619,-1,0,0,0,0,0.0000
14675,-1,0,0,0,0,0.0000
14729,-1,0,0,0,0,0.0000
14784,-1,0,0,0,0,0.0000
14861,-1,0,0,0,0,0.0000
14915,-1,0,0,0,0,0.0000
14970,-1,0,0,0,0,0.0000
15026,-1,0,0,0,0,0.0000
15082,-1,0,0,0,0,0.0000
15138,-1,0,0,0,0,0.0000
15193,-1,0,0,4,24,0.1667
15248,-1,0,0,4,24,0.1667
15310,-1,0,0,4,24,0.1667
15365,-1,0,0,4,24,0.1667
15420,-1,0,0,4,24,0.1667
15475,-1,0,0,4,24,0.1667
15554,-1,0,0,4,24,0.1667
15610,-1,0,0,1,1,1.0000
15665,-1,0,0,1,1,1.0000
15720,-1,0,0,1,1,1.0000
15775,-1,0,0,1,1,1.0000
15831,-1,0,0,0,0,0.0000
15887,-1,0,0,0,0,0.0000
15941,-1,0,0,0,0,0.0000
15997,-1,0,0,0,0,0.0000
16052,-1,0,0,0,0,0.0000
16107,-1,0,0,0,0,0.0000
16163,-1,0,0,0,0,0.0000
16218,-1,0,0,0,0,0.0000
16301,-1,0,0,0,0,0.0000
16356,-1,0,0,0,0,0.0000
16412,-1,0,0,0,0,0.0000
16467,-1,0,0,0,0,0.0000
16522,-1,0,0,0,0,0.0000
16577,-1,0,0,0,0,0.0000
16633,-1,0,0,0,0,0.0000
16688,-1,0,0,0,0,0.0000
16743,-1,0,0,0,0,0.0000
16797,-1,0,0,0,0,0.0000
16852,-1,0,0,0,0,0.0000
16907,-1,0,0,0,0,0.0000
16989,-1,0,0,0,0,0.0000
17044,-1,0,0,0,0,0.0000
17099,-1,0,0,0,0,0.0000
17154,-1,0,0,0,0,0.0000
17208,-1,0,0,0,0,0.0000
17268,-1,0,0,0,0,0.0000
17323,-1,0,0,0,0,0.0000
17379,-1,0,0,0,0,0.0000
17433,-1,0,0,0,0,0.0000
17488,-1,0,0,0,0,0.0000
17542,-1,0,0,0,0,0.0000
17596,-1,0,0,0,0,0.0000
17652,-1,0,0,0,0,0.0000
17734,-1,0,0,0,0,0.0000
17789,-1,0,0,0,0,0.0000
17844,-1,0,0,0,0,0.0000
17900,-1,0,0,0,0,0.0000
17955,-1,0,0,0,0,0.0000
18009,-1,0,0,0,0,0.0000
18064,-1,0,0,0,0,0.0000
18119,-1,0,0,0,0,0.0000
18174,-1,0,0,0,0,0.0000
18227,-1,0,0,0,2,0.0000
18287,-1,0,0,0,2,0.0000
18342,-1,0,0,0,2,0.0000
18424,-1,0,0,0,2,0.0000
18479,-1,0,0,0,0,0.0000
18536,-1,0,0,0,0,0.0000
18592,-1,0,0,0,0,0.0000
18648,-1,0,0,0,0,0.0000
18705,-1,0,0,0,0,0.0000
18762,-1,0,0,0,0,0.0000
18817,-1,0,0,0,0,0.0000
18872,-1,0,0,0,0,0.0000
18928,-1,0,0,0,0,0.0000
18984,-1,0,0,0,0,0.0000
19040,-1,0,0,0,0,0.0000
19095,-1,0,0,0,0,0.0000
19180,-1,0,0,0,0,0.0000
19236,-1,0,0,0,0,0.0000
19298,-1,0,0,0,0,0.0000
19353,-1,0,0,0,0,0.0000
19408,-1,0,0,0,0,0.0000
19463,-1,0,0,0,0,0.0000
19518,-1,0,0,0,0,0.0000
19572,-1,0,0,0,0,0.0000
19628,-1,0,0,0,0,0.0000
19682,-1,0,0,0,0,0.0000
19738,-1,0,0,0,0,0.0000
19792,-1,0,0,0,0,0.0000
19877,-1,0,0,0,0,0.0000
19933,-1,0,0,0,0,0.0000
19989,-1,1,1,0,0,0.0000
20045,-1,1,1,0,0,0.0000
20101,-1,1,1,0,0,0.0000
20157,-1,1,1,0,0,0.0000
20214,-1,1,1,0,0,0.0000
20273,-1,1,1,0,0,0.0000
20329,-1,1,1,0,0,0.0000
20384,-1,1,1,0,0,0.0000
20439,-1,1,1,0,0,0.0000
20494,-1,1,1,1,1,1.0000
20550,-1,1,1,1,1,1.0000
20636,-1,1,1,1,1,1.0000
20692,-1,1,1,1,1,1.0000
20747,-1,1,1,1,1,1.0000
20802,-1,1,1,1,1,1.0000
20863,-1,1,1,1,1,1.0000
20918,-1,1,1,1,1,1.0000
20975,-1,1,1,1,1,1.0000
21031,-1,1,1,1,1,1.0000
21087,-1,1,1,1,1,1.0000
21142,-1,1,1,1,1,1.0000
21197,-1,1,1,1,1,1.0000
21254,-1,1,1,1,1,1.0000
21345,-1,1,1,1,1,1.0000
21400,-1,1,1,1,1,1.0000
21456,-1,1,1,1,1,1.0000
21512,-1,1,1,1,1,1.0000
21567,-1,1,1,1,1,1.0000
21622,-1,1,1,1,1,1.0000
21678,-1,1,1,1,1,1.0000
21733,-1,1,1,1,1,1.0000
21789,-1,1,1,1,1,1.0000
21845,-1,1,1,1,1,1.0000
21900,-1,1,1,1,1,1.0000
21955,-1,1,1,1,1,1.0000
22010,-1,1,1,1,1,1.0000
22099,-1,1,1,1,1,1.0000
22155,-1,1,1,1,1,1.0000
22210,-1,1,1,1,1,1.0000
22270,-1,1,1,1,1,1.0000
22326,-1,1,1,1,1,1.0000
22380,-1,1,1,1,1,1.0000
22434,-1,1,1,1,1,1.0000
22488,-1,1,1,1,1,1.0000
22542,-1,1,1,1,1,1.0000
22598,-1,1,1,1,1,1.0000
22652,-1,1,1,1,1,1.0000
22707,-1,1,1,1,1,1.0000
22797,-1,1,1,1,1,1.0000
22853,-1,1,1,1,1,1.0000
22908,-1,1,1,1,1,1.0000
22964,-1,1,1,1,1,1.0000
23019,-1,1,1,1,1,1.0000
23074,-1,1,1,1,1,1.0000
23130,-1,1,1,1,1,1.0000
23185,-1,1,1,1,1,1.0000
23241,-1,1,1,1,1,1.0000
23303,-1,1,1,1,1,1.0000
23359,-1,1,1,1,1,1.0000
23416,-1,1,1,1,1,1.0000
23470,-1,1,1,1,1,1.0000
23561,-1,1,1,1,1,1.0000
23616,-1,1,1,1,1,1.0000
23671,-1,1,1,1,1,1.0000
23727,-1,1,1,1,1,1.0000
23782,-1,1,1,1,1,1.0000
23837,-1,1,1,1,1,1.0000
23893,-1,1,1,1,1,1.0000
23948,-1,1,1,1,1,1.0000
24005,-1,1,1,1,1,1.0000
24060,-1,1,1,1,1,1.0000
24115,-1,1,1,1,1,1.0000
24171,-1,1,1,1,1,1.0000
24268,-1,1,1,1,1,1.0000
24324,-1,1,1,1,1,1.0000
24380,-1,1,1,1,1,1.0000
24435,-1,1,1,1,1,1.0000
24491,-1,1,1,1,1,1.0000
24547,-1,1,1,1,1,1.0000
24602,-1,1,1,1,1,1.0000
24657,-1,1,1,1,1,1.0000
24711,-1,1,1,1,1,1.0000
24767,-1,1,1,1,1,1.0000
24822,-1,1,1,1,1,1.0000
24876,-1,1,1,1,1,1.0000
24932,-1,1,1,1,1,1.0000
25025,-1,1,1,1,1,1.0000
25082,-1,1,1,1,1,1.0000
25138,-1,1,1,1,1,1.0000
25194,-1,1,1,1,1,1.0000
25249,-1,1,1,1,2,0.5000
25310,-1,1,1,1,2,0.5000
25366,-1,1,1,1,1,1.0000
25422,-1,1,1,1,1,1.0000
25478,-1,1,1,1,1,1.0000
25533,-1,1,1,1,1,1.0000
25588,-1,1,1,1,1,1.0000
25647,-1,1,1,1,1,1.0000
25741,-1,1,1,1,1,1.0000
25797,-1,1,1,1,1,1.0000
25852,-1,1,1,1,1,1.0000
25907,-1,1,1,1,1,1.0000
25963,-1,1,1,1,1,1.0000
26018,-1,1,1,1,1,1.0000
26074,-1,1,1,1,1,1.0000
26129,-1,1,1,1,1,1.0000
26184,-1,1,1,1,1,1.0000
26239,-1,1,1,1,1,1.0000
26298,-1,1,1,1,1,1.0000
26354,-1,1,1,1,1,1.0000
26409,-1,1,1,1,1,1.0000
26504,-1,1,1,1,1,1.0000
26559,-1,1,1,1,1,1.0000
26614,-1,1,1,1,1,1.0000
26668,-1,1,1,1,1,1.0000
26723,-1,1,1,1,1,1.0000
26778,-1,1,1,1,1,1.0000
26834,-1,1,1,1,1,1.0000
26889,-1,1,1,1,1,1.0000
26944,-1,1,1,1,1,1.0000
27000,-1,1,1,1,1,1.0000
27056,-1,1,1,1,1,1.0000
27111,-1,1,1,1,1,1.0000
27208,-1,1,1,1,1,1.0000
27269,-1,1,1,1,1,1.0000
27325,-1,1,1,1,1,1.0000
27382,-1,1,1,1,1,1.0000
27438,-1,1,1,1,1,1.0000
27494,-1,1,1,1,1,1.0000
27550,-1,1,1,1,1,1.0000
27605,-1,1,1,1,1,1.0000
27660,-1,1,1,1,1,1.0000
27716,-1,1,1,1,1,1.0000
27771,-1,1,1,1,1,1.0000
27826,-1,1,1,1,1,1.0000
27881,-1,1,1,1,2,0.5000
27978,-1,1,1,1,2,0.5000
28032,-1,1,1,1,2,0.5000
28088,-1,1,1,1,2,0.5000
28143,-1,1,1,1,2,0.5000
28198,-1,1,1,1,2,0.5000
28256,-1,1,1,1,2,0.5000
28312,-1,1,1,1,2,0.5000
28368,-1,1,1,1,2,0.5000
28424,-1,1,1,1,2,0.5000
28479,-1,1,1,1,2,0.5000
28534,-1,1,1,1,2,0.5000
28588,-1,1,1,1,2,0.5000
28686,-1,1,1,1,2,0.5000
28741,-1,1,1,1,2,0.5000
28795,-1,1,1,1,1,1.0000
28850,-1,1,1,1,1,1.0000
28904,-1,1,1,1,1,1.0000
28957,-1,1,1,1,1,1.0000
29012,-1,1,1,1,2,0.5000
29068,-1,1,1,1,2,0.5000
29123,-1,1,1,1,2,0.5000
29178,-1,1,1,1,2,0.5000
29234,-1,1,1,1,2,0.5000
29296,-1,2,2,1,2,0.5000
29352,-1,2,2,1,2,0.5000
29452,-1,2,2,1,2,0.5000
29508,-1,2,2,2,2,1.0000
29562,-1,2,2,2,2,1.0000
29618,-1,2,2,2,2,1.0000
29674,-1,2,2,2,2,1.0000
29730,-1,2,2,2,2,1.0000
29785,-1,2,2,2,2,1.0000
29840,-1,2,2,2,2,1.0000
29895,-1,2,2,2,2,1.0000
29951,-1,2,2,2,2,1.0000
30008,-1,2,2,2,2,1.0000
30063,-1,2,2,2,2,1.0000
30165,-1,2,2,2,2,1.0000
30222,-1,2,2,2,2,1.0000
30282,-1,2,2,2,2,1.0000
30338,-1,2,2,2,2,1.0000
30393,-1,2,2,2,2,1.0000
30449,-1,2,2,2,2,1.0000
30505,-1,2,2,2,2,1.0000
30560,-1,2,2,2,2,1.0000
30616,-1,2,2,2,2,1.0000
30671,-1,2,2,2,2,1.0000
30727,-1,2,2,2,2,1.0000
30783,-1,2,2,2,2,1.0000
30838,-1,2,2,2,2,1.0000
30940,-1,2,2,2,2,1.0000
30996,-1,2,2,2,2,1.0000
31050,-1,2,2,2,2,1.0000
31105,-1,2,2,2,2,1.0000
31160,-1,2,2,2,2,1.0000
31215,-1,2,2,2,2,1.0000
31274,-1,2,2,2,2,1.0000
31328,-1,3,3,3,3,1.0000
31385,-1,3,3,3,3,1.0000
31439,-1,3,3,3,3,1.0000
31495,-1,3,3,3,3,1.0000
31550,-1,3,3,3,3,1.0000
31652,-1,3,3,3,3,1.0000
31708,-1,3,3,3,3,1.0000
31765,-1,3,3,3,3,1.0000
31820,-1,3,3,3,3,1.0000
31876,-1,3,3,3,3,1.0000
31932,-1,3,3,3,3,1.0000
31989,-1,3,3,3,3,1.0000
32045,-1,3,3,3,3,1.0000
32100,-1,3,3,3,3,1.0000
32156,-1,3,3,3,3,1.0000
32211,-1,3,3,3,3,1.0000
32270,-1,3,3,3,3,1.0000
32326,-1,3,3,3,3,1.0000
32432,-1,3,3,3,3,1.0000
32487,-1,3,3,3,3,1.0000
32542,-1,3,3,3,3,1.0000
32598,-1,3,3,3,3,1.0000
32655,-1,3,3,3,3,1.0000
32710,-1,3,3,3,3,1.0000
32767,-1,3,3,3,3,1.0000
32822,-1,3,3,3,3,1.0000
32879,-1,3,3,3,3,1.0000
32938,-1,3,3,3,3,1.0000
32995,-1,3,3,3,3,1.0000
33049,-1,3,3,3,3,1.0000
33155,-1,3,3,3,3,1.0000
33211,-1,3,3,3,3,1.0000
33272,-1,3,3,3,3,1.0000
33329,-1,3,3,3,3,1.0000
33385,-1,3,3,3,3,1.0000
33441,-1,3,3,3,4,0.7500
33497,-1,3,3,3,4,0.7500
33553,-1,3,3,3,4,0.7500
33609,-1,3,3,3,4,0.7500
33664,-1,3,3,3,4,0.7500
33721,-1,3,3,3,4,0.7500
33776,-1,3,3,3,4,0.7500
33831,-1,3,3,3,4,0.7500
33939,-1,3,3,3,4,0.7500
33995,-1,3,3,3,4,0.7500
34051,-1,3,3,3,4,0.7500
34107,-1,3,3,3,4,0.7500
34163,-1,3,3,3,4,0.7500
34217,-1,3,3,3,4,0.7500
34276,-1,3,3,3,4,0.7500
34333,-1,3,3,3,4,0.7500
34389,-1,3,3,3,4,0.7500
34444,-1,3,3,3,4,0.7500
34501,-1,3,3,3,4,0.7500
34557,-1,3,3,3,4,0.7500
34663,-1,3,3,3,4,0.7500
34719,-1,3,3,3,4,0.7500
34774,-1,3,3,3,4,0.7500
34830,-1,3,3,3,4,0.7500
34886,-1,3,3,3,4,0.7500
34941,-1,3,3,3,4,0.7500
34995,-1,3,3,3,4,0.7500
35052,-1,3,3,3,4,0.7500
35108,-1,3,3,3,4,0.7500
35163,-1,3,3,3,4,0.7500
35218,-1,3,3,3,4,0.7500
35280,-1,3,3,3,4,0.7500
35336,-1,3,3,3,4,0.7500
35444,-1,3,3,3,4,0.7500
35501,-1,3,3,3,4,0.7500
35557,-1,3,3,3,4,0.7500
35611,-1,3,3,3,4,0.7500
35667,-1,3,3,3,4,0.7500
35722,-1,3,3,3,4,0.7500
35777,-1,3,3,3,4,0.7500
35833,-1,3,3,3,4,0.7500
35888,-1,3,3,3,4,0.7500
35943,-1,3,3,3,4,0.7500
35999,-1,3,3,3,4,0.7500
36054,-1,3,3,3,4,0.7500
36169,-1,3,3,3,4,0.7500
36224,-1,3,3,3,4,0.7500
36284,-1,3,3,3,4,0.7500
36339,-1,3,3,3,4,0.7500
36394,-1,3,3,3,4,0.7500
36449,-1,3,3,3,4,0.7500
36505,-1,3,3,3,4,0.7500
36561,-1,3,3,3,4,0.7500
36617,-1,3,3,3,4,0.7500
36672,-1,3,3,3,4,0.7500
36728,-1,3,3,3,4,0.7500
36783,-1,3,3,3,4,0.7500
36840,-1,3,3,3,4,0.7500
36952,-1,3,3,3,4,0.7500
37008,-1,3,3,3,4,0.7500
37064,-1,3,3,3,4,0.7500
37119,-1,3,3,3,4,0.7500
37174,-1,3,3,3,4,0.7500
37230,-1,3,3,3,4,0.7500
37290,-1,3,3,3,4,0.7500
37345,-1,3,3,3,4,0.7500
37400,-1,3,3,3,4,0.7500
37455,-1,3,3,3,4,0.7500
37509,-1,3,3,3,4,0.7500
37564,-1,3,3,3,4,0.7500
37676,-1,3,3,3,4,0.7500
37732,-1,3,3,3,4,0.7500
37787,-1,3,3,3,4,0.7500
37842,-1,3,3,3,4,0.7500
37898,-1,3,3,3,4,0.7500
37955,-1,3,3,3,4,0.7500
38010,-1,3,3,3,4,0.7500
38067,-1,3,3,3,4,0.7500
38122,-1,3,3,3,4,0.7500
38178,-1,4,4,3,4,0.7500
38235,-1,4,4,3,4,0.7500
38295,-1,4,4,3,4,0.7500
38351,-1,4,4,3,4,0.7500
38463,-1,4,4,3,4,0.7500
38520,-1,4,4,3,4,0.7500
38575,-1,4,4,3,4,0.7500
38630,-1,4,4,3,4,0.7500
38687,-1,4,4,3,4,0.7500
38742,-1,4,4,3,4,0.7500
38798,-1,4,4,3,4,0.7500
38854,-1,4,4,3,4,0.7500
38911,-1,4,4,3,4,0.7500
38967,-1,4,4,3,4,0.7500
39022,-1,4,4,3,4,0.7500
39077,-1,4,4,3,4,0.7500
39190,-1,4,4,3,4,0.7500
39246,-1,4,4,3,4,0.7500
39306,-1,4,4,4,5,0.8000
39364,-1,4,4,4,5,0.8000
39419,-1,4,4,4,4,1.0000
39474,-1,4,4,4,4,1.0000
39529,-1,4,4,4,4,1.0000
39585,-1,4,4,4,4,1.0000
39642,-1,4,4,4,4,1.0000
39698,-1,4,4,4,4,1.0000
39754,-1,4,4,4,4,1.0000
39811,-1,4,4,4,4,1.0000
39867,-1,4,4,4,4,1.0000
39983,-1,4,4,4,4,1.0000
40038,-1,4,4,4,4,1.0000
40095,-1,4,4,4,4,1.0000
40152,-1,4,4,4,4,1.0000
40209,-1,4,4,4,4,1.0000
40269,-1,4,4,4,4,1.0000
40324,-1,4,4,4,4,1.0000
40379,-1,4,4,4,4,1.0000
40434,-1,4,4,4,4,1.0000
40489,-1,4,4,4,4,1.0000
40545,-1,4,4,4,4,1.0000
40600,-1,4,4,4,4,1.0000
40716,-1,4,4,4,4,1.0000
40773,-1,4,4,4,4,1.0000
40828,-1,4,4,4,4,1.0000
40884,-1,4,4,4,4,1.0000
40940,-1,4,4,4,4,1.0000
40996,-1,4,4,4,4,1.0000
41051,-1,4,4,4,4,1.0000
41107,-1,4,4,4,4,1.0000
41163,-1,4,4,4,4,1.0000
41220,-1,4,4,4,4,1.0000
41281,-1,4,4,4,4,1.0000
41337,-1,4,4,4,4,1.0000
41394,-1,4,4,4,4,1.0000
41512,-1,4,4,4,4,1.0000
41567,-1,4,4,4,4,1.0000
41621,-1,4,4,4,4,1.0000
41679,-1,4,4,4,4,1.0000
41735,-1,4,4,5,9,0.5556
41791,-1,4,4,5,9,0.5556
41847,-1,4,4,5,9,0.5556
41902,-1,4,4,5,9,0.5556
41960,-1,4,4,5,9,0.5556
42017,-1,4,4,5,9,0.5556
42073,-1,4,4,5,9,0.5556
42129,-1,4,4,5,9,0.5556
42250,-1,4,4,5,9,0.5556
42312,-1,4,4,5,9,0.5556
42368,-1,4,4,5,9,0.5556
42422,-1,4,4,5,9,0.5556
42478,-1,4,4,5,9,0.5556
42534,-1,4,4,5,9,0.5556
42589,-1,4,4,5,9,0.5556
42645,-1,4,4,5,9,0.5556
